"id","site_name","lon","lat","country_id","vivax_id","district"
"957","Hpa-An, Kayin","97.2477","17.9063","153","null","null"
"958","Hpa-An, Kayin","97.2658","18.1357","153","null","null"
"959","Hpa-An, Kayin","97.0","18.4594","153","null","null"
"960","Hpa-An, Kayin","97.284","17.9632","153","null","null"
"961","Hpa-An, Kayin","97.2876","17.6126","153","null","null"
"962","Hpa-An, Kayin","97.3333","17.8119","153","null","null"
"963","Hpa-An, Kayin","97.4113","17.917","153","null","null"
"964","Hpa-An, Kayin","97.4162","18.2791","153","null","null"
"965","Hpa-An, Kayin","97.4183","17.8197","153","null","null"
"966","Hpa-An, Kayin","97.466","18.1076","153","null","null"
"967","Hpa-An, Kayin","97.4675","18.0131","153","null","null"
"968","Hpa-An, Kayin","97.4725","17.7317","153","null","null"
"969","Hpa-An, Kayin","97.4948","17.9664","153","null","null"
"970","Hpa-An, Kayin","97.5307","17.592","153","null","null"
"971","Hpa-An, Kayin","97.5436","17.9064","153","null","null"
"972","Hpa-An, Kayin","97.5647","17.8226","153","null","null"
"973","Hpa-An, Kayin","97.6106","17.7286","153","null","null"
"974","Hpa-An, Kayin","97.6236","17.6524","153","null","null"
"975","Hpa-An, Kayin","97.6299","18.0331","153","null","null"
"976","Hpa-An, Kayin","97.6523","17.5794","153","null","null"
"977","Hpa-An, Kayin","97.7358","17.7211","153","null","null"
"978","Hpa-An, Kayin","97.7735","17.5597","153","null","null"
"979","Hpa-An, Kayin","97.8773","17.4953","153","null","null"
"980","Hpa-An, Kayin","97.0","17.4222","153","null","null"
"981","Kawkareik, Karen","98.5445","15.8682","153","null","null"
"982","Kayin State","97.2288","17.6012","153","null","null"
"983","Kayin State","97.3515","17.7131","153","null","null"
"984","Kayin State","97.5822","18.2329","153","null","null"
"985","Bhamo, Kachin","97.2033","24.2577","153","null","null"
"986","Hpasawng, Kayah","97.3069","18.8694","153","null","null"
"987","Kyaikmaraw, Mon","98.1216","16.0408","153","null","null"
"988","Maw Laik, Sagaing","94.4028","23.6475","153","null","null"
"989","Paletwa, Chin","92.8453","21.3032","153","null","null"
"990","Phaung Byin, Sagaing","94.8171","24.2655","153","null","null"
"991","Tamu, Sagaing","94.3103","24.2199","153","null","null"
"992","ThanDaungGyi, North Karen","96.6687","19.0689","153","null","null"
"993","Yae, Mon","97.8358","15.2533","153","null","null"
"994","Kalay, Sagaing","93.9885","23.1905","153","null","null"
"995","Kale, Sagaing","94.0236","23.1942","153","null","null"
"996","Kyarinn Seikgyi, Karen","98.1216","16.0408","153","null","null"
"997","METF-02, Kayin","97.2269","17.7101","153","null","null"
"998","METF-03, Kayin","97.2288","17.6012","153","null","null"
"999","METF-04, Kayin","97.2477","17.9063","153","null","null"
"1000","METF-05, Kayin","97.2658","18.1357","153","null","null"
"1001","METF-06, Kayin","97.284","17.9632","153","null","null"
"1002","METF-07, Kayin","97.2876","17.6126","153","null","null"
"1003","METF-08, Kayin","97.3333","17.8119","153","null","null"
"1004","METF-09, Kayin","97.3515","17.7131","153","null","null"
"1005","METF-10, Kayin","97.4113","17.917","153","null","null"
"1006","METF-11, Kayin","97.4162","18.2791","153","null","null"
"1007","METF-12, Kayin","97.4183","17.8197","153","null","null"
"1008","METF-13, Kayin","97.466","18.1076","153","null","null"
"1009","METF-14, Kayin","97.4675","18.0131","153","null","null"
"1010","METF-14, Kayin","97.4675","18.0131","153","null","null"
"1011","METF-15, Kayin","97.4678","18.1071","153","null","null"
"1012","METF-16, Kayin","97.4725","17.7317","153","null","null"
"1013","METF-17, Kayin","97.4948","17.9664","153","null","null"
"1014","METF-18, Kayin","97.5307","17.592","153","null","null"
"1015","METF-19, Kayin","97.5436","17.9064","153","null","null"
"1016","METF-20, Kayin","97.5645","17.4918","153","null","null"
"1017","METF-21, Kayin","97.5647","17.8226","153","null","null"
"1018","METF-23, Kayin","97.6106","17.7286","153","null","null"
"1019","METF-24, Kayin","97.6236","17.6524","153","null","null"
"1020","METF-25, Kayin","97.6323","17.4206","153","null","null"
"1021","METF-27, Kayin","97.7155","17.4344","153","null","null"
"1022","METF-30, Kayin","98.1499","16.4424","153","null","null"
"1023","METF-31, Kayin","98.249","16.4531","153","null","null"
"1024","METF-32, Kayin","98.435","16.6013","153","null","null"
"1025","METF-35, Kayin","98.5445","15.8682","153","null","null"
"1026","METF-36, Kayin","98.5517","15.8004","153","null","null"
"1027","METF-37, Kayin","97.6523","17.5794","153","null","null"
"1028","METF-39, Kayin","98.2443","16.4997","153","null","null"
"1029","METF-42, Kayin","98.2004","16.8127","153","null","null"
"1030","METF-43, Kayin","98.405","16.926","153","null","null"
"1031","METF-45, Kayin","97.8275","17.0226","153","null","null"
"1032","METF-46, Kayin","98.0726","17.2612","153","null","null"
"1033","METF-48, Kayin","97.27","17.6107","153","null","null"
"1034","METF-49, Kayin","97.2195","17.8381","153","null","null"
"1035","METF-50, Kayin","97.6299","18.0331","153","null","null"
"1036","METF-51, Kayin","97.3498","18.2332","153","null","null"
"1037","METF-53, Kayin","97.2256","18.6118","153","null","null"
"1038","METF-54, Kayin","97.0416","18.6134","153","null","null"
"1039","Komé","16.7001","8.46722","44","null","null"
"1040","Choco, Nariño, Antioquia, Córdoba","-64.1904","-31.4138","49","null","null"
"1041","Mae Tao Clinic, Mae Sot","98.5345","16.7191","221","null","null"
"1042","METF-26, Kayin","97.6986","17.5047","153","null","null"
"1043","Htee Maw Kel, Kawkareik","98.1313","15.6435","153","null","null"
"1044","Khaw Ra War Khee, Kayin State","97.9663","15.6096","153","null","null"
"1045","Khon Khar","98.0527","15.6452","153","null","null"
"1046","Kwee Nya Htee, Kawkareik","98.051","15.5733","153","null","null"
"1047","Kyat Chan, Kawkareik","98.1052","15.7452","153","null","null"
"1048","Kyauk Ta Kar, Kawkareik","97.9928","15.7688","153","null","null"
"1049","Lay Phoe","98.1253","15.5731","153","null","null"
"1050","Lon Si, Kawkareik","98.1167","15.5861","153","null","null"
"1051","Lower Hpar Yar, Kawkareik","97.9467","15.7906","153","null","null"
"1052","Me Ta Bwe, Kawkareik","98.2319","15.4829","153","null","null"
"1053","Mel Ze Li","98.1736","15.5089","153","null","null"
"1054","Met Ka War, Kawkareik","98.1317","15.6254","153","null","null"
"1055","Myaing Thar Yar, Kawkareik","98.1978","15.4836","153","null","null"
"1056","Pone Khaw, Kawkareik","98.2215","15.5346","153","null","null"
"1057","Pyaung Ma Htein,","98.2197","15.3074","153","null","null"
"1058","Sin Pyay, Kawkareik","98.0954","15.6045","153","null","null"
"1059","Taung Sun, Kawkareik","98.0926","15.6217","153","null","null"
"1060","Thit Ka Thel, Kawkareik","98.1972","15.4844","153","null","null"
"1061","Zee Pin","98.2833","15.4249","153","null","null"
"1062","Pakokku District","95.2477","21.622","153","null","null"
"1063","Gabi","8.08167","17.6078","161","null","null"
"1064","Lombok","116.324","-8.58135","104","null","null"
"1065","Nairobi","36.8525","-1.24794","116","null","null"
"1066","Antananarivo","47.5101","-18.875","133","null","null"
"1067","Blantyre","35.0181","-15.7593","134","null","null"
"1068","Lima","-77.0462","-12.0097","174","null","null"
"1069","Khartoum","32.5606","15.5283","211","null","null"
"1070","Sumatra","101.332","-0.05498","104","null","null"
"1071","Dodoma","35.7517","-6.16219","220","null","null"
"1072","Chennai","80.2707","13.0827","103","null","null"
"1073","Nadiad","72.8634","22.6916","103","null","null"
"1074","Hkamti, Sagaing","95.6639","25.9966","153","null","null"
"1075","Dhalai, Tripura","91.8498","23.9313","103","null","null"
"1076","Namibe","11.8511","-15.5941","7","null","null"
"1077","Bandim","-14.961","12.647","94","null","null"
"1078","Alikadam","92.3129","21.6516","19","null","null"
"1079","null","15.3166","-4.3166","52","null","null"
"1080","Doha","51.1839","25.3548","180","null","null"
"1081","Pailine","102.668","12.9093","38","null","null"
"1082","Papua","138.082","-4.2851","104","null","null"
"1083","Amhara","37.0669","10.7061","71","null","null"
"1084","Minna","6.5493","9.59031","162","null","null"
"1085","Minna","6.5493","9.59031","162","null","null"
"1086","Bo","-11.7383","7.96472","199","null","null"
"1087","Kenema","-11.1903","7.87687","199","null","null"
"1088","Makeni","-12.0442","8.88605","199","null","null"
"1089","Phine DH, Phine, Savannakhet","106.022","16.5343","122","null","null"
"1090","Nakapong HC, Phalanxay, Savannakhet","105.467","16.8359","122","null","null"
"1091","Pajudone HC, Ta Oy, Salavan","106.706","16.2676","122","null","null"
"1092","Khonsai HC, Vapy, Salavan","105.901","15.7105","122","null","null"
"1093","Samuoi DH, Samuoi, Salavan","106.807","16.4348","122","null","null"
"1094","Pakse PH, Pakse, Champasak","105.8","15.1186","122","null","null"
"1095","Pakpong HC, Paksong, Champasak","106.224","15.1451","122","null","null"
"1096","Huaykong HC, Paksong, Champasak","106.524","15.1246","122","null","null"
"1097","Sekong PH, Sekong, Sekong","106.732","15.3495","122","null","null"
"1098","Kaleum DH, Kaleum, Sekong","107.03","15.9949","122","null","null"
"1099","Attapeu PH, Attapeu, Attapeu","106.813","14.8203","122","null","null"
"1100","Xaysetha DH, Xaysetha, Attapeu","106.939","14.8205","122","null","null"
"1101","Sompoy HC, Sanamxay, Attapeu","106.468","14.5595","122","null","null"
"1102","Xanxay DH, Xanxay, Attapeu","107.404","14.9681","122","null","null"
"1103","Vapy DH, Vapy, Salavan","106.069","15.6886","122","null","null"
"1104","Komatipoort","31.9545","-25.4341","206","null","null"
"1105","Bekwai District","-1.57844","6.45587","84","null","null"
"1106","Bo","-11.7383","7.96472","199","null","null"
"1107","Kenema","-11.1957","7.86321","199","null","null"
"1108","Makeni","-12.0376","8.87197","199","null","null"
"1109","Anonkoua Kouté","-4.04742","5.43089","55","null","null"
"1110","Port Bouët","-3.8859","5.27725","55","null","null"
"1111","Ayamé","-3.15538","5.60318","55","null","null"
"1112","Hpa-An, Myanmar (Burma)","97.371","18.2605","153","null","null"
"1113","Kayin State (Burma)","98.2563","16.4983","153","null","null"
"1114","Swe Koke Ko","98.5356","16.8221","153","null","null"
"1115","Grand’Anse Department","-74.1611","18.5364","96","null","null"
"1116","Sud Department","-73.7746","18.2336","96","null","null"
"1117","Lopola, Ouesso, Thanry","16.0519","1.61241","51","null","null"
"1118","Kingasani","15.4107","-4.40679","52","null","null"
"1119","Binza Ozone","15.2333","-4.3494","52","null","null"
"1120","Kimpese","14.4351","-5.56277","52","null","null"
"1121","Kisantu","15.091","-5.13681","52","null","null"
"1122","Arua, Gulu, Mbale","30.91","3.03","232","null","null"
"1123","Ubon Ratchathani","104.856","15.2297","221","null","null"
"1124","Ubon Ratchathani","104.856","15.2297","221","null","null"
"1125","Eastern","107.201","12.4833","38","null","null"
"1126","Purulia, Bankura, Midnapore, Kolkata","86.3652","23.3321","103","null","null"
"1127","Bannu, Hangu, Peshawar, Thall","70.3667","32.7167","168","null","null"
"1128","Sui, Quetta, Deramurad Jamali, Zhob","69.1916","28.6406","168","null","null"
"1129","Khyber Agency","71.1762","34.0774","168","null","null"
"1130","Punjab","73.0132","33.5728","168","null","null"
"1131","Ngamiland","22.241","-19.9547","30","null","null"
"1132","Mangaluru","74.8561","12.9107","103","null","null"
"1133","Khanh Hoa","109.191","12.2494","242","null","null"
"1134","Ninh Thuan","109.003","11.5796","242","null","null"
"1135","Gia Lai","107.996","13.9819","242","null","null"
"1136","null","84.124","28.3949","156","null","null"
"1137","Kailali","80.8987","28.8314","156","null","null"
"1138","Mlimba","35.8167","-8.8","220","null","null"
"1139","Edo","5.62276","6.33068","162","null","null"
"1140","Kolle","-8.31791","12.1977","137","null","null"
"1141","Myawaddy, Kawkareik, Hlaingbwe, Hpapun","98.5007","16.6843","153","null","null"
"1142","Stung Treng","105.532","13.8487","38","null","null"
"1143","Stung Treng","105.532","13.8474","38","null","null"
"1144","Binh Phuoc","106.639","11.7993","242","null","null"
"1145","Mae La,Tha Song Yang, Tak","98.3746","17.1871","221","null","null"
"1146","Phop Phra, Tak","98.7225","16.3665","221","null","null"
"1147","Mae Charao, Mae Ramat, Tak","98.5384","16.8322","221","null","null"
"1148","Mae Sot, Tak","98.559","16.7077","221","null","null"
"1149","Khane Chue, Mae Ramat, Tak","98.4007","17.1135","221","null","null"
"1150","Khunhan, Si Sa Ket","104.26","14.5473","221","null","null"
"1151","Ann","94.0008","19.7672","153","null","null"
"1152","Tha Sai Luat, Mae Sot, Tak","98.5497","16.7064","221","null","null"
"1153","Phop Phra, Tak","98.6577","16.3732","221","null","null"
"1154","Kampala, Jinja","32.5811","0.313611","232","null","null"
"1155","Mae Hong Son","97.9657","19.2997","221","null","null"
"1156","Chiang Rai","99.8087","19.9218","221","null","null"
"1157","Kedougou Region","-12.174","12.5592","null","null","null"
"1158","Home Bay County","34.4592","-0.534974","116","null","null"
"1159","Ujiji","29.6745","-4.91155","220","null","null"
"1160","Phnom Penh","104.903","11.5579","38","null","null"
"1161","Naypyitaw","96.0785","19.7601","153","null","null"
"1162","Bangkok","100.518","13.7623","221","null","null"
"1163","West Arsi","39.0","7.0","71","null","null"
"1164","Begoro","-0.375209","6.38591","84","null","null"
"1165","Wa","-2.52147","10.0621","84","null","null"
"1166","WA","-2.52147","10.0621","84","null","null"
"1167","Wa","-2.52147","10.0621","84","null","null"
"1168","Cabinda","12.2018","-5.57617","7","null","null"
"1169","Kwanza Norte","14.8696","-8.91539","7","null","null"
"1170","Malanje","16.3349","-9.5463","7","null","null"
"1171","Huambo","15.7311","12.7777","7","null","null"
"1172","Nyanza","34.7458","-0.077254","116","null","null"
"1173","Western Kenya","34.8872","-0.114999","116","null","null"
"1174","Western Kenya","34.8872","-0.114999","116","null","null"
"1175","Salima","34.4563","13.7756","134","null","null"
"1176","Bankura","87.0624","23.1645","103","null","null"
"1177","P. MIdnapore","87.3811","22.408","206","null","null"
"1178","P. Midnapore","87.3811","22.408","103","null","null"
"1179","South 24 Parganas","88.4016","22.1352","103","null","null"
"1180","Alipurduar","89.5271","26.4919","103","null","null"
"1181","Jalpaiguri","88.7689","26.6835","103","null","null"
"1182","Lahj, Governorate","44.8833","13.05","247","null","null"
"1183","Vilabouly, Savannakhet","105.78","16.54","122","null","null"
"1184","Taoy, Salavan","106.35","15.87","122","null","null"
"1185","Toumlan, Salavan","106.35","15.87","122","null","null"
"1186","Lamarm, Sekong","106.65","15.7166","122","null","null"
"1187","Saysetha, Attapeu","106.833","14.8","122","null","null"
"1188","Bosaso","49.1879","11.2755","205","null","null"
"1189","Beluran","117.567","5.88333","135","null","null"
"1190","Kinabatangan","118.573","5.62614","135","null","null"
"1191","Kota Belud","116.433","6.35","135","null","null"
"1192","Kota Kinabalu","116.073","5.975","135","null","null"
"1193","Penampang","116.117","5.91667","135","null","null"
"1194","Pitas","117.067","6.71667","135","null","null"
"1195","Putatan","116.05","5.88333","135","null","null"
"1196","Ranau","116.683","5.96667","135","null","null"
"1197","Tuaran","116.233","6.18333","135","null","null"
"1198","Navrongo, Wa, Yendi","-1.09028","10.8847","84","null","null"
"1199","Begoro, Bekwai, Hohoe, Sunyani, Tarkwa","0.3795","6.3916","84","null","null"
"1200","Prachuapkhirikhan","99.798","11.8114","221","null","null"
"1201","Songkla","100.614","7.1756","221","null","null"
"1202","DakLak Province","108.04","12.6724","242","null","null"
"1203","Dak Nong","107.7","11.9875","242","null","null"
"1204","Kon Tum Province","107.998","14.3558","242","null","null"
"1205","Gia Lai Province","107.996","13.9819","242","null","null"
"1206","Kumbungu District","-0.946474","9.55771","84","null","null"
"1207","Pagaza","-0.947762","9.56152","84","null","null"
"1208","Duase","-1.56448","6.75162","84","null","null"
"1209","Mewat","77.0564","28.0107","103","null","null"
"1210","Ada","0.60373","5.78287","84","null","null"
"1211","Dodowa","-0.102998","5.88169","84","null","null"
"1212","Gezira","33.083","14.4342","211","null","null"
"1213","Anlong Veng","104.083","14.2333","38","null","null"
"1214","South Darfur","24.6278","10.658","211","null","null"
"1215","Upper Nile","32.4873","10.1241","208","null","null"
"1216","null","33.7","-13.95","134","null","null"
"1217","","33.7","-13.95","134","null","null"
"1218","","33.7","-13.95","134","null","null"
"1219","","38.75","9.01667","71","null","null"
"1220","","32.0","1.0","232","null","null"
"1221","","32.0","1.0","232","null","null"
"1222","Banmauk","95.8536","24.4001","153","null","null"
"1223","Douala","9.76464","4.05885","39","null","null"
"1224","Agago","33.3306","2.98472","232","null","null"
"1225","Amolatar","32.8333","1.63333","232","null","null"
"1226","Kole","32.8011","2.42861","232","null","null"
"1227","Lamwo","32.8","3.53333","232","null","null"
"1228","Basse","-14.2167","13.3167","81","null","null"
"1229","San","-4.9","13.3","137","null","null"
"1230","Ziniare","-1.3","12.5833","36","null","null"
"1231","Bas-Congo","13.4833","-5.81667","52","null","null"
"1232","Bandundu","17.379","-3.31681","52","null","null"
"1233","Palmeira","32.8711","-25.2684","152","null","null"
"1234","Machinga","35.3","-15.1685","134","null","null"
"1235","Marigat","35.98","0.47","116","null","null"
"1236","Accra, Cape Coast","-0.2","5.55","84","null","null"
"1237","Rio Branco","-67.81","-9.97472","32","null","null"
"1238","Belem","-48.5039","-1.45583","32","null","null"
"1239","Anaja","-49.94","-0.986944","32","null","null"
"1240","Macapa","-51.0664","0.033889","32","null","null"
"1241","Oiapoque","-51.835","3.84278","32","null","null"
"1242","Dangassa","-8.20697","12.1509","137","null","null"
"1243","Carchi","-78.05","0.45","65","null","null"
"1244","Nioro-du-Sahel","-9.58389","15.2247","137","null","null"
"1245","Sucumbios","-76.8833","-0.083333","65","null","null"
"1246","Boa Vista","-60.672","2.82","32","null","null"
"1247","Pacaraima","-61.1461","4.43111","32","null","null"
"1248","Rorainapolis","-60.4178","0.945833","32","null","null"
"1249","Boa Vista, Pacaraima, Rorainapolis","-60.672","2.82","32","null","null"
"1250","REPUBLIC OF SOUTH AFRICA","null","null","206","null","null"
"1251","Baraka","29.515","4.527","52","null","null"
"1252","Republic of Niger","null","null","161","null","null"
"1253","Kimbi","23.1669","-1.17292","52","null","null"
"1254","Walikale","28.326","1.2456","52","null","null"
"1255","null","29.2","1.7","null","null","null"
"1256","Mweso","29.034","-1.11401","52","null","null"
"1257","Ajeromi Ifelodu","3.33009","6.4556","162","null","null"
"1258","Alimosho","3.26061","6.57651","162","null","null"
"1259","Amuwo Odofin","3.26737","6.46149","162","null","null"
"1260","Epe","3.97062","6.58631","162","null","null"
"1261","Ibeju Lekki","3.84625","6.47382","162","null","null"
"1262","Henan","113.5","33.9","46","null","null"
"1263","Ikorodu","3.50493","6.6307","162","null","null"
"1264","Kosofe","3.38436","6.57676","162","null","null"
"1265","Shomolu","3.33845","6.54083","162","null","null"
"1266","Lagos island","null","null","162","null","null"
"1267","Apapa","null","null","162","null","null"
"1268","Bougainville","155.0","-6.0","172","null","null"
"1269","Damazin","34.35","11.7667","211","null","null"
"1270","Nyando, Kisumu County","34.9179","-0.187925","116","null","null"
"1271","Kachin","97.5","26.0","153","null","null"
"1272","Rahkine","94.0","19.5","153","null","null"
"1273","Tanna","169.333","-19.5","240","null","null"
"1274","Agordat, Barentu","39.0","15.0","69","null","null"
"1275","Kedougou Region","-12.1782","12.5659","196","null","null"
"1276","null","38.0","8.0","71","null","null"
"1277","null","49.0","10.0","205","null","null"
"1278","null","32.0","1.0","232","null","null"
"1279","null","32.0","1.0","232","null","null"
"1280","null","32.0","1.0","232","null","null"
"1281","null","32.0","15.0","211","null","null"
"1282","null","34.0","-13.5","134","null","null"
"1283","null","38.0","8.0","71","null","null"
"1284","null","29.8739","-1.94028","184","null","null"
"1285","null","32.0","1.0","232","null","null"
"1286","null","32.0","15.0","211","null","null"
"1287","null","34.0","-13.5","134","null","null"
"1288","null","38.0","8.0","71","null","null"
"1289","null","32.0","1.0","232","null","null"
"1290","null","32.0","15.0","211","null","null"
"1291","null","34.0","-13.5","134","null","null"
"1292","Koh Gnek","107.04","13.0774","38","null","null"
"1293","Veun Sai","106.799","14.2592","38","null","null"
"1294","Mpumalanga","30.6367","-29.8032","206","null","null"
"1295","Capotille","-71.6934","19.4477","96","null","null"
"1296","Cazale","-72.385","18.7984","96","null","null"
"1297","Sud-Est Department","-72.5716","18.2678","96","null","null"
"1298","Pignon","-72.1155","19.3369","96","null","null"
"1299","Roseaux","-74.0197","18.6005","96","null","null"
"1300","Thomonde","-71.9534","18.9999","96","null","null"
"1301","null","-78.4772","-0.157068","65","null","null"
"1302","Phusing, Khun Han","104.146","14.4807","221","null","null"
"1303","Pursat, Pailin","103.917","12.5333","38","null","null"
"1304","Hoima","31.3556","1.42975","232","null","null"
"1305","Kaabong","34.1321","3.51472","232","null","null"
"1306","Kapchorwa","34.4492","1.39583","232","null","null"
"1307","Kasese","30.0867","0.172391","232","null","null"
"1308","Katakwi","33.9602","1.91601","232","null","null"
"1309","Koboko","30.9614","3.41397","232","null","null"
"1310","Batubara","99.4401","3.31028","104","null","null"
"1311","Langkat","98.1464","3.86958","104","null","null"
"1312","Tanintharyi","98.765","13.0176","153","null","null"
"1313","Zanzibar","39.3933","-6.10809","220","null","null"
"1314","Magude","32.6365","-25.0247","152","null","null"
"1315","Ga West Municipality","0.3","5.7025","84","null","null"
"1316","Kabondo","25.2202","0.515363","52","null","null"
"1317","Mikalayi","22.3177","-6.02425","52","null","null"
"1318","Rutshuru","29.4461","-1.1855","52","null","null"
"1319","Masaka","30.2121","-1.99169","184","null","null"
"1320","Rukara","30.5042","-1.80002","184","null","null"
"1321","Bugarama","29.0111","-2.69748","184","null","null"
"1322","Aduku","32.7205","2.01838","232","null","null"
"1323","Masafu","34.0344","0.41291","232","null","null"
"1324","Fungurume","26.325","-10.6152","52","null","null"
"1325","Kalima","26.6185","-2.56638","52","null","null"
"1326","Kamina","25.0033","-8.73439","52","null","null"
"1327","Karawa","20.2963","3.32167","52","null","null"
"1328","Katana","28.8314","-2.22502","52","null","null"
"1329","Kisangani","25.1875","0.512155","52","null","null"
"1330","Lubumbashi","27.4775","-11.6689","52","null","null"
"1331","Vanga","18.4202","-4.42545","52","null","null"
"1332","Ilemela","31.6326","-1.93493","220","null","null"
"1333","Chato","31.7685","-2.63896","220","null","null"
"1334","Buhigwe","29.8913","-4.49724","220","null","null"
"1335","Kigoma","29.662","-4.88376","220","null","null"
"1336","Uvinza","30.3801","-5.09539","220","null","null"
"1337","Kyela","33.9446","-9.55629","220","null","null"
"1338","Nyasa","38.3403","-4.84273","220","null","null"
"1339","Tunduru","37.3392","-11.0468","220","null","null"
"1340","Nynyumbu","38.4999","-11.1335","220","null","null"
"1341","Bounkiling","-15.6983","13.0391","196","null","null"
"1342","Barima-Waini","-59.6976","7.62189","95","null","null"
"1343","Pomeroon-Supenam","-58.7888","7.18261","95","null","null"
"1344","Essequibo Islands-West Demerara","-58.377","6.71478","95","null","null"
"1345","Cuyuni-Mazaruni","-60.0382","6.38798","95","null","null"
"1346","Potaro-Suparuni","-59.3851","5.03303","95","null","null"
"1347","Upper Demerara-Berbice","-58.3343","5.36771","95","null","null"
"1348","Upper Takutu-Upper Essequibo","-59.0526","3.02162","95","null","null"
"1349","Labé","-12.2879","11.3186","93","null","null"
"1350","Maferinyah","-13.2952","9.55553","93","null","null"
"1351","Hlaingbwe, Kayin","98.0336","17.4558","153","null","null"
"1352","Hpapun, Kayin","97.3695","18.2663","153","null","null"
"1353","Kyainseikgyi, Kayin","98.4775","15.8234","153","null","null"
"1354","Myawaddy, Kayin","98.5356","16.8221","153","null","null"
"1355","Kawkareik, Kayin","98.2275","16.4548","153","null","null"
"1356","Chhouk","104.457","10.8357","38","null","null"
"1357","Oral","104.007","11.8119","38","null","null"
"1358","Rovieng","105.079","13.408","38","null","null"
"1359","Tasanh","102.86","12.621","38","null","null"
"1360","Veal Veng, Pursat","103.919","12.5463","38","null","null"
"1361","Salavan Province","106.414","15.7166","122","null","null"
"1362","Xepon, Savannakhet","106.208","16.6961","122","null","null"
"1363","Wa State","98.1339","22.0362","153","null","null"
"1364","Sai Yok","98.8527","14.4758","221","null","null"
"1365","Suan Phueng","99.34","13.5433","221","null","null"
"1366","Bu Dang","107.148","11.7693","242","null","null"
"1367","Huong Hoa","106.676","16.6496","242","null","null"
"1368","Phu Thien","108.285","13.4589","242","null","null"
"1369","Tuy Duc","107.434","12.1576","242","null","null"
"1370","Site 2","965460.0","203260.0","153","null","null"
"1371","Sisaket, Surin","104.322","15.1186","221","null","null"
"1372","Chiang Dao","98.964","19.3613","221","null","null"
"1373","Milne Bay","149.784","-10.1521","172","null","null"
"1374","Massinga","35.3714","-23.3216","152","null","null"
"1375","Mopeia","35.711","-17.9789","152","null","null"
"1376","Ankazomborona","46.6843","-16.1008","133","null","null"
"1377","Matanga","47.5541","-23.5251","133","null","null"
"1378","Nnewi","6.91033","6.00971","162","null","null"
"1379","Rizal","117.504","8.81728","175","null","null"
"1380","Água Grande","6.73486","0.336358","194","null","null"
"1381","Keerom","140.64","-3.26078","172","null","null"
"1382","Bensonville","-10.62","6.44723","126","null","null"
"1383","Saclepea","-8.84029","6.96139","126","null","null"
"1384","Kakata","-10.3528","6.52959","126","null","null"
"1385","Sinje","-11.1363","6.81647","126","null","null"
"1386","Tororo. Masafu","34.1811","0.692778","232","null","null"
"1387","Simdega","84.496","22.6151","103","null","null"
"1388","Kanker","81.4927","20.2675","103","null","null"
"1389","Betul","77.896","21.9012","103","null","null"
"1390","Surat","72.8311","21.1702","103","null","null"
"1391","Vishakhapatnam","83.2185","17.6868","103","null","null"
"1392","Pratapgarh","74.7787","24.0317","103","null","null"
"1393","Gadchiroli","79.9948","20.1849","103","null","null"
"1394","Raurkela","84.8536","22.2604","103","null","null"
"1395","Pune","73.8567","18.5204","103","null","null"
"1396","Dibrugarh","94.912","27.4728","103","null","null"
"1397","Bambolim","73.8657","15.465","103","null","null"
"1398","Bhilai, Durg","81.3509","21.1938","103","null","null"
"1399","Bhubaneswar","85.8245","20.2961","103","null","null"
"1400","Trat, Srisaket","102.517","12.2428","221","null","null"
"1401","Kanchanaburi, Ranong","99.5328","14.0228","221","null","null"
"1402","Douala, Buea","9.76464","4.05885","39","null","null"
"1403","Adidome, Battor","0.501895","6.07275","84","null","null"
"1404","Ouelessebougou","-7.90835","11.9967","137","null","null"
"1405","Kisoro","29.6931","-1.28432","232","null","null"
"1406","Rosita","-84.4004","13.9235","160","null","null"
"1407","Waspán","-83.9715","14.7401","160","null","null"
"1408","Siuna","-84.7832","13.7381","160","null","null"
"1409","José Santos Guardiola","-86.32","16.4141","99","null","null"
"1410","Langue","-87.6556","13.622","99","null","null"
"1411","Ramón Villeda Morales","-83.4138","15.1148","99","null","null"
"1412","Bonanza","-84.5976","14.0328","160","null","null"
"1413","Puerto Cabezas","-83.3916","14.0358","160","null","null"
"1414","Dak Drong, Thuan An","107.808","12.6323","242","null","null"
"1415","null","38.6381","8.96349","71","null","null"
"1416","North Cachar Hills/Dima Hasao","93.005","25.44","103","null","null"
"1417","Chirang, Assam","90.6941","26.5365","103","null","null"
"1418","Golaghat, Assam","93.9647","26.5208","103","null","null"
"1419","Sivasagar, Assam","94.6394","26.985","103","null","null"
"1420","Tinsukia, Assam","95.3462","27.4935","103","null","null"
"1421","Jorhat, Assam","94.2042","26.741","103","null","null"
"1422","North Cachar Hills, Assam","92.8331","24.9849","103","null","null"
"1423","Balaghat and Anuppur, India","80.1838","21.8129","103","null","null"
"1424","Kaniguma, Orissa","83.061","20.1463","103","null","null"
"1425","Kerpai, Orissa","83.1843","19.4919","103","null","null"
"1426","Naung Cho","96.8023","22.3322","153","null","null"
"1427","Tha Beik Kyin","95.9778","22.886","153","null","null"
"1428","Binh Phuoc, Khanh Hoa","106.723","11.75","242","null","null"
"1429","Faladie","-8.3365","13.1372","137","null","null"
"1430","Kenieroba","-8.33048","12.1151","137","null","null"
"1431","Tororo, Mbale","34.1811","0.692778","232","null","null"
