"id","basic_id","mixed_incl","present","present_quantity_unknown","tested","marker_type_id","site_id","site_id2","start_year","end_year","k13_id"
"5317","null","false","5","false","110","131","837","null","2011","2011","null"
"5318","null","false","44","false","49","126","838","null","2012","2012","null"
"5319","null","false","3","false","49","127","838","null","2012","2012","null"
"5320","null","false","1","false","49","128","838","null","2012","2012","null"
"5321","null","false","1","false","49","129","838","null","2012","2012","null"
"5322","null","false","0","false","49","131","838","null","2012","2012","null"
"5323","null","false","64","false","71","126","839","null","2013","2013","null"
"5324","null","false","6","false","71","127","839","null","2013","2013","null"
"5325","null","false","1","false","71","128","839","null","2013","2013","null"
"5326","null","false","0","false","71","129","839","null","2013","2013","null"
"5327","null","false","0","false","71","131","839","null","2013","2013","null"
"5328","null","false","63","false","81","126","521","null","2011","2011","null"
"5329","null","false","10","false","81","127","521","null","2011","2011","null"
"5330","null","false","2","false","81","128","521","null","2011","2011","null"
"5331","null","false","1","false","81","129","521","null","2011","2011","null"
"5332","null","false","5","false","81","131","521","null","2011","2011","null"
"5333","null","false","67","false","72","126","843","null","2012","2012","null"
"5334","null","false","2","false","72","127","843","null","2012","2012","null"
"5335","null","false","3","false","72","128","843","null","2012","2012","null"
"5336","null","false","0","false","72","129","843","null","2012","2012","null"
"5337","null","false","0","false","72","131","843","null","2012","2012","null"
"5338","null","false","28","false","32","126","844","null","2013","2013","null"
"5339","null","false","2","false","32","127","844","null","2013","2013","null"
"5340","null","false","2","false","32","128","844","null","2013","2013","null"
"5341","null","false","0","false","32","129","844","null","2013","2013","null"
"5342","null","false","0","false","32","131","844","null","2013","2013","null"
"5343","null","false","54","false","54","126","325","null","2010","2010","null"
"5348","null","false","91","false","100","126","840","null","2011","2011","null"
"5349","null","false","8","false","100","127","840","null","2011","2011","null"
"5350","null","false","1","false","100","131","840","null","2011","2011","null"
"5351","null","false","52","false","52","126","841","null","2012","2012","null"
"5352","null","false","33","false","34","126","842","null","2013","2013","null"
"5353","null","false","1","false","34","127","842","null","2013","2013","null"
"5354","null","false","45","false","48","155","845","null","2010","2010","null"
"5355","null","false","3","false","48","146","845","null","2010","2010","null"
"5356","null","false","28","false","44","126","845","null","2010","2010","null"
"5357","null","false","5","false","44","127","845","null","2010","2010","null"
"5358","null","false","5","false","44","128","845","null","2010","2010","null"
"5359","null","false","6","false","44","130","845","null","2010","2010","null"
"5360","null","false","28","false","28","80","846","null","2011","2011","null"
"5361","null","false","32","false","32","80","847","null","2012","2012","null"
"5362","null","false","32","false","32","80","848","null","2013","2013","null"
"5363","null","false","26","false","133","125","849","null","2003","2005","null"
"5364","null","false","78","false","133","141","849","null","2003","2005","null"
"5365","null","false","29","false","133","124","849","null","2003","2005","null"
"5366","null","false","249","false","340","125","850","null","2010","2012","null"
"5367","null","false","48","false","340","141","850","null","2010","2012","null"
"5368","null","false","43","false","340","124","850","null","2010","2012","null"
"5369","null","false","49","false","62","161","849","null","2003","2005","null"
"5370","null","false","12","false","62","116","849","null","2003","2005","null"
"5371","null","false","1","false","62","117","849","null","2003","2005","null"
"5372","null","false","268","false","348","161","850","null","2010","2012","null"
"5373","null","false","79","false","348","116","850","null","2010","2012","null"
"5374","null","false","1","false","348","117","850","null","2010","2012","null"
"5375","null","false","90","false","121","134","849","null","2003","2005","null"
"5376","null","false","7","false","121","111","849","null","2003","2005","null"
"5377","null","false","24","false","121","109","849","null","2003","2005","null"
"5378","null","false","326","false","337","134","850","null","2010","2012","null"
"5379","null","false","8","false","337","111","850","null","2010","2012","null"
"5380","null","false","3","false","337","109","850","null","2010","2012","null"
"5381","null","false","64","false","64","65","851","null","1984","1999","null"
"5382","null","false","1","false","64","125","851","null","1984","1999","null"
"5383","null","false","63","false","64","141","851","null","1984","1999","null"
"5384","null","false","64","false","64","111","851","null","1984","1999","null"
"5385","null","false","40","false","64","126","851","null","1984","1999","null"
"5386","null","false","24","false","64","132","851","null","1984","1999","null"
"5387","null","false","32","false","32","65","852","null","2000","2011","null"
"5388","null","false","8","false","32","125","852","null","2000","2011","null"
"5389","null","false","24","false","32","141","852","null","2000","2011","null"
"5390","null","false","32","false","32","111","852","null","2000","2011","null"
"5391","null","false","19","false","32","126","852","null","2000","2011","null"
"5392","null","false","13","false","32","132","852","null","2000","2011","null"
"5393","null","false","49","false","50","99","854","null","2008","2008","null"
"5394","null","false","1","false","50","80","854","null","2008","2008","null"
"5395","null","false","16","false","17","99","853","null","2008","2008","null"
"5396","null","false","1","false","17","72","853","null","2008","2008","null"
"5397","null","false","31","false","31","99","855","null","2008","2008","null"
"5398","null","false","37","false","37","168","854","null","2008","2008","null"
"5399","null","false","37","false","37","101","854","null","2008","2008","null"
"5400","null","false","1","false","17","163","853","null","2008","2008","null"
"5401","null","false","16","false","17","168","853","null","2008","2008","null"
"5402","null","false","17","false","17","101","853","null","2008","2008","null"
"5403","null","false","31","false","31","168","855","null","2008","2008","null"
"5404","null","false","31","false","31","101","855","null","2008","2008","null"
"5405","null","false","13","false","151","156","856","null","2012","2012","null"
"5406","null","false","4","false","151","170","856","null","2012","2012","null"
"5407","null","false","45","false","151","150","856","null","2012","2012","null"
"5408","null","false","89","false","151","165","856","null","2012","2012","null"
"5409","null","false","2","false","11","163","857","null","2013","2013","null"
"5410","null","false","7","false","11","168","857","null","2013","2013","null"
"5411","null","false","2","false","11","172","857","null","2013","2013","null"
"5412","null","false","1","false","17","56","857","null","2013","2013","null"
"5413","null","false","13","false","17","60","857","null","2013","2013","null"
"5414","null","false","4","false","17","59","857","null","2013","2013","null"
"5415","null","false","13","false","17","65","857","null","2013","2013","null"
"5416","null","false","4","false","17","89","857","null","2013","2013","null"
"5417","null","false","106","false","155","65","858","null","2008","2008","null"
"5418","null","false","8","false","155","89","858","null","2008","2008","null"
"5419","null","false","41","false","155","62","858","null","2008","2008","null"
"5420","null","false","87","false","157","65","859","null","2009","2009","null"
"5421","null","false","10","false","157","89","859","null","2009","2009","null"
"5422","null","false","60","false","157","62","859","null","2009","2009","null"
"5423","null","false","78","false","163","65","860","null","2010","2010","null"
"5424","null","false","51","false","163","89","860","null","2010","2010","null"
"5425","null","false","34","false","163","62","860","null","2010","2010","null"
"5426","null","false","24","false","193","65","861","null","2011","2011","null"
"5427","null","false","89","false","193","89","861","null","2011","2011","null"
"5428","null","false","80","false","193","62","861","null","2011","2011","null"
"5429","null","false","31","false","104","65","862","null","2012","2012","null"
"5430","null","false","28","false","104","89","862","null","2012","2012","null"
"5431","null","false","45","false","104","62","862","null","2012","2012","null"
"5432","null","false","61","false","160","125","858","null","2008","2008","null"
"5433","null","false","56","false","160","141","858","null","2008","2008","null"
"5434","null","false","43","false","160","124","858","null","2008","2008","null"
"5435","null","false","35","false","144","125","859","null","2009","2009","null"
"5436","null","false","80","false","144","141","859","null","2009","2009","null"
"5437","null","false","29","false","144","124","859","null","2009","2009","null"
"5438","null","false","40","false","203","125","860","null","2010","2010","null"
"5439","null","false","151","false","203","141","860","null","2010","2010","null"
"5440","null","false","12","false","203","124","860","null","2010","2010","null"
"5441","null","false","15","false","192","125","861","null","2011","2011","null"
"5442","null","false","129","false","192","141","861","null","2011","2011","null"
"5443","null","false","48","false","192","124","861","null","2011","2011","null"
"5444","null","false","14","false","105","125","862","null","2012","2012","null"
"5445","null","false","81","false","105","141","862","null","2012","2012","null"
"5446","null","false","10","false","105","124","862","null","2012","2012","null"
"5447","null","true","253","false","318","89","863","null","2003","2003","null"
"5448","null","true","75","false","318","65","863","null","2003","2003","null"
"5449","null","true","227","false","317","141","863","null","2003","2003","null"
"5450","null","true","149","false","317","125","863","null","2003","2003","null"
"5451","null","true","251","false","317","116","863","null","2003","2003","null"
"5452","null","true","118","false","317","161","863","null","2003","2003","null"
"5453","null","false","311","false","311","126","863","null","2003","2003","null"
"5454","null","true","119","false","151","89","864","null","2004","2004","null"
"5455","null","true","37","false","151","65","864","null","2004","2004","null"
"5456","null","true","108","false","155","141","864","null","2004","2004","null"
"5457","null","true","66","false","155","125","864","null","2004","2004","null"
"5458","null","false","152","false","152","126","864","null","2004","2004","null"
"5459","null","true","136","false","169","89","865","null","2005","2005","null"
"5460","null","true","39","false","169","65","865","null","2005","2005","null"
"5461","null","true","134","false","170","141","865","null","2005","2005","null"
"5462","null","true","61","false","170","125","865","null","2005","2005","null"
"5463","null","false","173","false","173","126","865","null","2005","2005","null"
"5464","null","true","74","false","88","89","866","null","2006","2006","null"
"5465","null","true","20","false","88","65","866","null","2006","2006","null"
"5466","null","true","70","false","88","141","866","null","2006","2006","null"
"5467","null","true","37","false","88","125","866","null","2006","2006","null"
"5468","null","false","88","false","88","126","866","null","2006","2006","null"
"5469","null","true","32","false","40","89","867","null","2007","2007","null"
"5470","null","true","10","false","40","65","867","null","2007","2007","null"
"5471","null","true","25","false","40","141","867","null","2007","2007","null"
"5472","null","true","19","false","40","125","867","null","2007","2007","null"
"5473","null","false","39","false","39","126","867","null","2007","2007","null"
"5474","null","true","95","false","134","89","868","null","2008","2008","null"
"5475","null","true","42","false","134","65","868","null","2008","2008","null"
"5476","null","true","96","false","135","141","868","null","2008","2008","null"
"5477","null","true","49","false","135","125","868","null","2008","2008","null"
"5478","null","false","138","false","139","126","868","null","2008","2008","null"
"5479","null","false","1","false","139","132","868","null","2008","2008","null"
"5480","null","true","193","false","296","89","869","null","2010","2010","null"
"5481","null","true","141","false","296","65","869","null","2010","2010","null"
"5482","null","true","232","false","297","141","869","null","2010","2010","null"
"5483","null","true","89","false","297","125","869","null","2010","2010","null"
"5484","null","true","218","false","288","116","869","null","2010","2010","null"
"5485","null","true","121","false","288","161","869","null","2010","2010","null"
"5486","null","false","271","false","273","126","869","null","2010","2010","null"
"5487","null","false","1","false","273","132","869","null","2010","2010","null"
"5488","null","false","1","false","273","127","869","null","2010","2010","null"
"5489","null","true","224","false","345","89","870","null","2011","2011","null"
"5490","null","true","195","false","345","65","870","null","2011","2011","null"
"5491","null","true","249","false","322","141","870","null","2011","2011","null"
"5492","null","true","93","false","322","125","870","null","2011","2011","null"
"5493","null","true","245","false","332","116","870","null","2011","2011","null"
"5494","null","true","136","false","332","161","870","null","2011","2011","null"
"5495","null","false","337","false","337","126","870","null","2011","2011","null"
"5496","null","true","86","false","121","89","871","null","2012","2012","null"
"5497","null","true","41","false","121","65","871","null","2012","2012","null"
"5498","null","true","105","false","126","141","871","null","2012","2012","null"
"5499","null","true","43","false","126","125","871","null","2012","2012","null"
"5500","null","true","73","false","92","116","871","null","2012","2012","null"
"5501","null","true","42","false","92","161","871","null","2012","2012","null"
"5502","null","false","126","false","126","126","871","null","2012","2012","null"
"5503","null","false","22","false","26","80","872","null","2011","2011","null"
"5504","null","false","3","false","26","72","872","null","2011","2011","null"
"5505","null","false","1","false","26","75","872","null","2011","2011","null"
"5506","null","false","7","false","26","80","873","null","2013","2013","null"
"5507","null","false","19","false","26","72","873","null","2013","2013","null"
"5535","null","false","25","false","25","89","880","null","1999","1999","null"
"5536","null","false","18","false","18","89","881","null","1999","1999","null"
"5537","null","false","30","false","30","125","882","null","2001","2001","null"
"5538","null","false","25","false","30","65","882","null","2001","2001","null"
"5539","null","false","5","false","30","89","882","null","2001","2001","null"
"5540","2668","false","0","false","7","132","149","null","2007","2008","null"
"5542","3082","false","0","false","215","132","140","null","2005","2009","null"
"5544","4507","false","0","false","56","132","232","null","2005","2005","null"
"5545","7225","false","0","false","37","132","76","null","2002","2002","null"
"5546","null","false","0","false","54","132","325","null","2010","2010","null"
"5547","null","false","0","false","52","132","841","null","2012","2012","null"
"5548","null","false","0","false","311","132","863","null","2003","2003","null"
"5549","null","false","0","false","152","132","864","null","2004","2004","null"
"5550","null","false","0","false","173","132","865","null","2005","2005","null"
"5551","null","false","0","false","88","132","866","null","2006","2006","null"
"5552","null","false","0","false","39","132","867","null","2007","2007","null"
"5553","null","false","0","false","337","132","870","null","2011","2011","null"
"5554","null","false","0","false","126","132","871","null","2012","2012","null"
"5555","1","null","12","null","12","1","1","null","1999","1999","null"
"5556","null","false","0","null","20","65","883","null","2012","2014","null"
"5557","null","false","20","null","20","89","883","null","2012","2014","null"
"5558","null","false","1","null","8","125","883","null","2012","2014","null"
"5559","null","false","7","null","8","141","883","null","2012","2014","null"
"5560","null","false","3","null","20","65","885","null","2012","2014","null"
"5561","null","false","17","null","20","89","885","null","2012","2014","null"
"5562","null","false","9","null","20","125","885","null","2012","2014","null"
"5563","null","false","11","null","20","141","885","null","2012","2014","null"
"5564","null","false","41","null","99","65","886","null","2013","2013","null"
"5565","null","false","0","null","99","62","886","null","2013","2013","null"
"5566","null","false","58","null","99","89","886","null","2013","2013","null"
"5567","null","false","5","null","47","89","887","null","1995","2003","null"
"5568","null","false","29","null","47","65","887","null","1995","2003","null"
"5569","null","false","13","null","47","62","887","null","1995","2003","null"
"5570","null","false","8","null","47","141","887","null","1995","2003","null"
"5571","null","false","30","null","47","125","887","null","1995","2003","null"
"5572","null","false","9","null","47","124","887","null","1995","2003","null"
"5573","null","false","5","null","47","161","887","null","1995","2003","null"
"5574","null","false","32","null","47","116","887","null","1995","2003","null"
"5575","null","false","10","null","47","117","887","null","1995","2003","null"
"5576","null","false","19","null","47","134","887","null","1995","2003","null"
"5577","null","false","20","null","47","108","887","null","1995","2003","null"
"5578","null","false","8","null","47","109","887","null","1995","2003","null"
"5579","null","false","460","null","745","89","888","null","2008","2014","null"
"5580","null","false","212","null","745","65","888","null","2008","2014","null"
"5581","null","false","73","null","745","62","888","null","2008","2014","null"
"5582","null","false","544","null","745","141","888","null","2008","2014","null"
"5583","null","false","111","null","745","125","888","null","2008","2014","null"
"5584","null","false","85","null","745","124","888","null","2008","2014","null"
"5585","null","false","261","null","745","161","888","null","2008","2014","null"
"5586","null","false","304","null","745","116","888","null","2008","2014","null"
"5587","null","false","180","null","745","117","888","null","2008","2014","null"
"5588","null","false","622","null","745","134","888","null","2008","2014","null"
"5589","null","false","103","null","745","111","888","null","2008","2014","null"
"5590","null","false","20","null","745","109","888","null","2008","2014","null"
"5591","null","false","30","null","30","126","889","null","2012","2012","null"
"5592","null","false","0","null","30","132","889","null","2012","2012","null"
"5593","null","false","3","null","26","89","890","null","2011","2012","null"
"5594","null","false","11","null","26","65","890","null","2011","2012","null"
"5595","null","false","12","null","26","62","890","null","2011","2012","null"
"5596","null","false","18","null","26","141","890","null","2011","2012","null"
"5597","null","false","8","null","26","125","890","null","2011","2012","null"
"5598","null","false","26","null","26","134","890","null","2011","2012","null"
"5599","null","false","0","null","26","111","890","null","2011","2012","null"
"5600","null","false","0","null","26","124","890","null","2011","2012","null"
"5601","null","false","0","null","26","109","890","null","2011","2012","null"
"5602","null","false","33","null","112","89","891","null","2011","2012","null"
"5603","null","false","59","null","112","65","891","null","2011","2012","null"
"5604","null","false","20","null","112","62","891","null","2011","2012","null"
"5605","null","false","97","null","112","141","891","null","2011","2012","null"
"5606","null","false","15","null","112","125","891","null","2011","2012","null"
"5607","null","false","0","null","112","124","891","null","2011","2012","null"
"5608","null","false","111","null","111","134","891","null","2011","2012","null"
"5609","null","false","0","null","111","109","891","null","2011","2012","null"
"5610","null","false","0","null","111","111","891","null","2011","2012","null"
"5611","null","false","161","null","163","141","892","null","2013","2013","null"
"5612","null","false","2","null","163","125","892","null","2013","2013","null"
"5613","null","false","0","null","163","124","892","null","2013","2013","null"
"5614","null","false","0","null","171","161","892","null","2013","2013","null"
"5615","null","false","171","null","171","116","892","null","2013","2013","null"
"5616","null","false","0","null","171","117","892","null","2013","2013","null"
"5617","null","false","7","null","159","89","892","null","2013","2013","null"
"5618","null","false","152","null","159","65","892","null","2013","2013","null"
"5619","null","false","0","null","159","62","892","null","2013","2013","null"
"5620","null","false","8","null","16","72","892","null","2013","2013","null"
"5621","null","false","109","null","119","72","893","null","2007","2008","null"
"5622","null","false","5","null","119","80","893","null","2007","2008","null"
"5623","null","false","5","null","119","81","893","null","2007","2008","null"
"5624","null","false","5","null","119","89","893","null","2007","2008","null"
"5625","null","false","109","null","119","65","893","null","2007","2008","null"
"5626","null","false","5","null","119","62","893","null","2007","2008","null"
"5627","null","false","14","null","74","141","893","null","2007","2008","null"
"5628","null","false","46","null","74","125","893","null","2007","2008","null"
"5629","null","false","14","null","74","124","893","null","2007","2008","null"
"5630","null","false","49","null","71","116","893","null","2007","2008","null"
"5631","null","false","11","null","71","161","893","null","2007","2008","null"
"5632","null","false","11","null","71","117","893","null","2007","2008","null"
"5633","null","false","81","null","81","160","894","null","2007","2008","null"
"5634","null","false","0","null","81","102","894","null","2007","2008","null"
"5635","null","false","0","null","81","101","894","null","2007","2008","null"
"5636","null","false","81","null","81","140","894","null","2007","2008","null"
"5637","null","false","0","null","81","103","894","null","2007","2008","null"
"5638","null","false","0","null","81","104","894","null","2007","2008","null"
"5639","null","false","29","null","29","134","894","null","2007","2008","null"
"5640","null","false","0","null","29","109","894","null","2007","2008","null"
"5641","null","false","0","null","29","111","894","null","2007","2008","null"
"5642","null","false","0","null","119","89","895","null","2005","2005","null"
"5643","null","false","14","null","119","62","895","null","2005","2005","null"
"5644","null","false","105","null","119","65","895","null","2005","2005","null"
"5645","null","false","28","null","119","141","895","null","2005","2005","null"
"5646","null","false","77","null","119","125","895","null","2005","2005","null"
"5647","null","false","14","null","119","124","895","null","2005","2005","null"
"5648","null","false","86","null","114","161","895","null","2005","2005","null"
"5649","null","false","11","null","114","116","895","null","2005","2005","null"
"5650","null","false","17","null","114","117","895","null","2005","2005","null"
"5651","null","false","17","null","114","111","895","null","2005","2005","null"
"5652","null","false","63","null","114","134","895","null","2005","2005","null"
"5653","null","false","34","null","114","109","895","null","2005","2005","null"
"5654","null","false","0","null","64","166","895","null","2005","2005","null"
"5655","null","false","1","null","64","152","895","null","2005","2005","null"
"5656","null","false","1","null","64","159","895","null","2005","2005","null"
"5657","null","false","2","null","64","163","895","null","2005","2005","null"
"5658","null","false","12","null","64","155","895","null","2005","2005","null"
"5659","null","false","7","null","64","146","895","null","2005","2005","null"
"5660","null","false","21","null","64","172","895","null","2005","2005","null"
"5661","null","false","42","null","64","168","895","null","2005","2005","null"
"5662","null","false","37","null","44","65","896","null","2009","2009","null"
"5663","null","false","6","null","44","89","896","null","2009","2009","null"
"5664","null","false","1","null","44","62","896","null","2009","2009","null"
"5665","null","false","31","null","47","125","896","null","2009","2009","null"
"5666","null","false","5","null","47","141","896","null","2009","2009","null"
"5667","null","false","11","null","47","124","896","null","2009","2009","null"
"5668","null","false","34","null","50","161","896","null","2009","2009","null"
"5669","null","false","11","null","50","116","896","null","2009","2009","null"
"5670","null","false","5","null","50","117","896","null","2009","2009","null"
"5671","null","false","6","null","50","111","896","null","2009","2009","null"
"5672","null","false","33","null","50","134","896","null","2009","2009","null"
"5673","null","false","11","null","50","109","896","null","2009","2009","null"
"5674","null","true","0","null","35","166","896","null","2009","2009","null"
"5675","null","true","0","null","35","152","896","null","2009","2009","null"
"5676","null","true","0","null","35","159","896","null","2009","2009","null"
"5677","null","true","2","null","35","163","896","null","2009","2009","null"
"5678","null","true","7","null","35","155","896","null","2009","2009","null"
"5679","null","true","3","null","35","146","896","null","2009","2009","null"
"5680","null","true","12","null","35","172","896","null","2009","2009","null"
"5681","null","true","27","null","35","168","896","null","2009","2009","null"
"5726","null","false","18","null","32","65","903","null","2006","2007","null"
"5727","null","false","14","null","32","89","903","null","2006","2007","null"
"5761","null","true","20","null","68","65","915","null","2009","2012","null"
"5792","null","false","79","null","267","89","919","null","2005","2005","null"
"5793","null","false","130","null","267","65","919","null","2005","2005","null"
"5794","null","false","58","null","267","62","919","null","2005","2005","null"
"5795","null","false","170","null","272","141","919","null","2005","2005","null"
"5796","null","false","49","null","272","125","919","null","2005","2005","null"
"5797","null","false","53","null","272","124","919","null","2005","2005","null"
"5798","null","false","32","null","41","65","920","null","2011","2011","null"
"5799","null","false","3","null","41","89","920","null","2011","2011","null"
"5800","null","false","6","null","41","62","920","null","2011","2011","null"
"5801","null","false","23","null","41","141","920","null","2011","2011","null"
"5802","null","false","9","null","41","125","920","null","2011","2011","null"
"5803","null","false","9","null","41","124","920","null","2011","2011","null"
"5804","null","false","29","null","43","161","920","null","2011","2011","null"
"5805","null","false","10","null","43","116","920","null","2011","2011","null"
"5806","null","false","4","null","43","117","920","null","2011","2011","null"
"5807","null","false","6","null","42","111","920","null","2011","2011","null"
"5808","null","false","30","null","42","134","920","null","2011","2011","null"
"5809","null","false","6","null","42","109","920","null","2011","2011","null"
"5810","null","true","12","null","35","172","920","null","2011","2011","null"
"5811","null","true","3","null","35","146","920","null","2011","2011","null"
"5812","null","true","2","null","35","163","920","null","2011","2011","null"
"5813","null","true","7","null","35","155","920","null","2011","2011","null"
"5814","null","true","30","null","35","168","920","null","2011","2011","null"
"5815","null","false","17","null","34","65","921","null","2013","2013","null"
"5816","null","false","12","null","34","89","921","null","2013","2013","null"
"5817","null","false","5","null","34","62","921","null","2013","2013","null"
"5818","null","false","15","null","27","125","921","null","2013","2013","null"
"5819","null","false","9","null","27","141","921","null","2013","2013","null"
"5820","null","false","3","null","27","124","921","null","2013","2013","null"
"5821","null","false","17","null","26","161","921","null","2013","2013","null"
"5822","null","false","6","null","26","116","921","null","2013","2013","null"
"5823","null","false","3","null","26","117","921","null","2013","2013","null"
"5824","null","false","6","null","22","111","921","null","2013","2013","null"
"5825","null","false","12","null","22","134","921","null","2013","2013","null"
"5826","null","false","4","null","22","109","921","null","2013","2013","null"
"5827","null","true","1","null","18","166","921","null","2013","2013","null"
"5828","null","true","1","null","18","159","921","null","2013","2013","null"
"5829","null","true","1","null","18","163","921","null","2013","2013","null"
"5830","null","true","2","null","18","155","921","null","2013","2013","null"
"5831","null","true","3","null","18","146","921","null","2013","2013","null"
"5832","null","true","6","null","18","172","921","null","2013","2013","null"
"5833","null","true","9","null","18","168","921","null","2013","2013","null"
"5834","null","false","38","null","94","65","922","null","2013","2013","null"
"5835","null","false","52","null","94","89","922","null","2013","2013","null"
"5836","null","false","4","null","94","62","922","null","2013","2013","null"
"5837","null","false","7","null","94","111","922","null","2013","2013","null"
"5838","null","false","85","null","94","134","922","null","2013","2013","null"
"5839","null","false","2","null","94","109","922","null","2013","2013","null"
"5840","null","false","48","null","94","161","922","null","2013","2013","null"
"5841","null","false","30","null","94","116","922","null","2013","2013","null"
"5842","null","false","26","null","94","117","922","null","2013","2013","null"
"5843","null","false","37","null","98","125","922","null","2013","2013","null"
"5844","null","false","54","null","98","141","922","null","2013","2013","null"
"5845","null","false","7","null","98","124","922","null","2013","2013","null"
"5846","null","false","1","null","87","152","922","null","2013","2013","null"
"5847","null","false","25","null","87","155","922","null","2013","2013","null"
"5848","null","false","38","null","87","146","922","null","2013","2013","null"
"5849","null","false","7","null","87","172","922","null","2013","2013","null"
"5850","null","false","29","null","87","168","922","null","2013","2013","null"
"5861","null","false","63","null","65","126","925","null","2013","2014","null"
"5862","null","false","2","null","65","132","925","null","2013","2014","null"
"5863","null","false","94","null","98","126","926","null","2013","2014","null"
"5864","null","false","4","null","98","132","926","null","2013","2014","null"
"5865","null","false","35","null","36","126","927","null","2013","2014","null"
"5866","null","false","1","null","36","132","927","null","2013","2014","null"
"5867","null","false","9","null","13","126","928","null","2013","2014","null"
"5868","null","false","4","null","13","132","928","null","2013","2014","null"
"5869","null","false","5","null","6","126","929","null","2013","2014","null"
"5870","null","false","1","null","6","132","929","null","2013","2014","null"
"5871","null","false","187","null","200","141","930","null","2010","2013","null"
"5872","null","false","7","null","200","125","930","null","2010","2013","null"
"5873","null","false","6","null","200","124","930","null","2010","2013","null"
"5874","null","false","156","null","194","134","930","null","2010","2013","null"
"5875","null","false","12","null","194","111","930","null","2010","2013","null"
"5876","null","false","26","null","194","109","930","null","2010","2013","null"
"5877","null","false","72","null","193","161","930","null","2010","2013","null"
"5878","null","false","72","null","193","116","930","null","2010","2013","null"
"5879","null","false","49","null","193","117","930","null","2010","2013","null"
"5880","null","false","41","null","41","126","930","null","2010","2013","null"
"5881","null","false","0","null","41","132","930","null","2010","2013","null"
"5882","null","false","20","null","203","72","931","null","2010","2013","null"
"5883","null","false","155","null","203","80","931","null","2010","2013","null"
"5884","null","false","28","null","203","81","931","null","2010","2013","null"
"5910","null","false","91","null","675","62","935","null","2010","2012","null"
"5911","null","false","120","null","675","65","935","null","2010","2012","null"
"5912","null","false","464","null","675","89","935","null","2010","2012","null"
"5913","null","false","9","null","101","132","936","null","2014","2014","null"
"5914","null","false","92","null","101","126","936","null","2014","2014","null"
"5915","null","true","99","null","101","72","936","null","2014","2014","null"
"5916","null","false","2","null","101","70","936","null","2014","2014","null"
"5917","null","false","0","null","101","80","936","null","2014","2014","null"
"5918","null","false","211","null","211","99","937","null","2008","2010","null"
"5919","null","false","0","null","211","80","937","null","2008","2010","null"
"5920","null","false","211","null","211","65","937","null","2008","2010","null"
"5921","null","false","0","null","211","89","937","null","2008","2010","null"
"5922","null","false","7","null","12","126","938","null","2012","2012","null"
"5923","null","false","5","null","12","132","938","null","2012","2012","null"
"5924","null","false","0","null","12","125","938","null","2012","2012","null"
"5925","null","false","12","null","12","141","938","null","2012","2012","null"
"5926","null","false","11","null","12","116","938","null","2012","2012","null"
"5927","null","false","0","null","12","161","938","null","2012","2012","null"
"5928","null","false","1","null","12","117","938","null","2012","2012","null"
"5929","null","false","0","null","12","101","938","null","2012","2012","null"
"5930","null","false","12","null","12","160","938","null","2012","2012","null"
"5931","null","false","0","null","12","103","938","null","2012","2012","null"
"5932","null","false","12","null","12","140","938","null","2012","2012","null"
"5940","null","false","19","null","28","141","940","null","2011","2011","null"
"5941","null","false","6","null","28","125","940","null","2011","2011","null"
"5942","null","false","3","null","28","124","940","null","2011","2011","null"
"5943","null","false","31","null","31","134","940","null","2011","2011","null"
"5944","null","false","0","null","31","111","940","null","2011","2011","null"
"5945","null","false","28","null","32","126","940","null","2011","2011","null"
"5946","null","false","4","null","32","132","940","null","2011","2011","null"
"5947","null","false","23","null","33","141","941","null","2012","2012","null"
"5948","null","false","6","null","33","125","941","null","2012","2012","null"
"5949","null","false","4","null","33","124","941","null","2012","2012","null"
"5950","null","false","3","null","32","134","941","null","2012","2012","null"
"5951","null","false","1","null","32","111","941","null","2012","2012","null"
"5952","null","false","0","null","32","109","941","null","2012","2012","null"
"5953","null","false","25","null","29","126","941","null","2012","2012","null"
"5954","null","false","4","null","29","132","941","null","2012","2012","null"
"5955","null","false","27","null","33","141","942","null","2013","2013","null"
"5956","null","false","5","null","33","125","942","null","2013","2013","null"
"5957","null","false","1","null","33","124","942","null","2013","2013","null"
"5958","null","false","33","null","33","134","942","null","2013","2013","null"
"5959","null","false","0","null","33","111","942","null","2013","2013","null"
"5960","null","false","27","null","32","126","942","null","2013","2013","null"
"5961","null","false","5","null","32","132","942","null","2013","2013","null"
"5981","null","false","9","null","26","80","945","null","2011","2013","null"
"5982","null","false","9","null","26","99","945","null","2011","2013","null"
"5983","null","false","8","null","26","72","945","null","2011","2013","null"
"5984","null","false","17","null","26","65","945","null","2011","2013","null"
"5985","null","false","9","null","26","89","945","null","2011","2013","null"
"5986","null","false","2","null","9","80","946","null","2011","2013","null"
"5987","null","false","0","null","9","99","946","null","2011","2013","null"
"5988","null","false","7","null","9","72","946","null","2011","2013","null"
"5989","null","false","7","null","9","65","946","null","2011","2013","null"
"5990","null","false","2","null","9","89","946","null","2011","2013","null"
"5991","null","false","1","null","9","80","947","null","2011","2013","null"
"5992","null","false","0","null","9","99","947","null","2011","2013","null"
"5993","null","false","8","null","9","72","947","null","2011","2013","null"
"5994","null","false","8","null","9","65","947","null","2011","2013","null"
"5995","null","false","1","null","9","89","947","null","2011","2013","null"
"5996","null","false","0","null","10","80","948","null","2011","2013","null"
"5997","null","false","0","null","10","99","948","null","2011","2013","null"
